id,fire_name,county_id,county_name,location,latitude,longitude,minimum_temp,maximum_temp,average_temp,wind_speed,air_pressure,precipitation
350,Newmark Fire,10,Fresno,"off Newmark Ave. and Fantz Ave., 3 miles southeast of Sanger",36.6543,-119.5327,11.0,24.0,19.0,6.0,1018.0,0.0
351,Arroyo Fire,27,Monterey,"Arroyo Seco Rd &  Elm Ave, E of Greenfield",36.2833,-121.3306,12.0,28.0,24.0,6.0,1019.0,0.0
352,Pala Fire,37,San Diego,"in the 38000 block of Pala Temecula Road, Temecula",33.41639,-117.08828999999999,11.0,25.0,20.0,4.0,1012.0,0.0
353,Foothill Fire,17,Lake,"off Foothill Drive, community of Lucerne",39.0863,-122.7891,15.0,33.0,27.0,7.0,1014.0,0.0
354,Cotton Fire,15,Kern,"off Highway 41, one mile east of the county line",35.77135,-120.251,17.0,30.0,26.0,5.0,1013.0,0.0
355,Lowe Fire,27,Monterey,East of King City,36.1934,-120.9293,12.0,33.0,27.0,10.0,1016.0,0.0
356,Ruff Fire ,23,Mendocino,"off of Hwy 101 and Woodruff Rd, north of Laytonville",39.7299,-123.5044,9.0,30.0,22.0,2.0,1016.0,0.0
357,Spring Fire,36,San Bernardino,"off of Hwy 138 & Los Flores Rd, south of Hesperia",34.3183,-117.3189,19.0,32.0,28.0,2.0,1010.0,0.0
358,Storksbill Fire,9,El Dorado,off Storksbill Rd in Pilot Hill ,38.79549,-121.00299,15.0,32.0,27.0,7.0,1013.0,0.0
359,70 Fire,4,Butte,off Highway 70 at Palermo Rd.,39.43351,-121.6051,17.0,36.0,31.0,6.0,1017.0,0.0
360,Auburn Fire,29,Nevada,"Off South Auburn Street and Whiting Street, Grass Valley",39.20427,-121.05948000000001,16.0,32.0,25.0,10.0,1016.0,0.0
361,Laguna Fire,30,Orange,"n Laguna Coast Wilderness Park, 2½ miles northeast of Laguna Beach",33.578720000000004,-117.77395,21.0,29.0,27.0,4.0,1011.0,0.0
362,Bell Fire,3,Amador,"off Hwy 49 and Bell Road, 4 miles north of Plymouth ",38.5212,-120.8416,9.0,25.0,19.0,6.0,1019.0,0.0
363,Kugelman Fire,17,Lake,"off of Kugelman St and Hwy 53, community of Lower Lake",36.099740000000004,-120.51057,18.0,31.0,26.0,8.0,1010.0,0.0
364,Kuehner Fire,56,Ventura,"off Hwy 118 at Rocky Peak Rd, NE Simi Valley",34.27619,-118.63264,19.0,24.0,22.0,3.0,1011.0,0.0
417,LaPorte Fire (Wind Complex),4,Butte,"La Porte Rd and Oro Bangor Hwy, Bangor",39.39455,-121.40613,14.0,30.0,23.0,19.0,1016.0,0.0
365,Boys Fire,34,Sacramento,"off of Boys Ranch Road and Scott Road, northwest of Rancho Murieta",38.558,-121.1309,14.0,30.0,23.0,9.0,1017.0,0.0
366,Franklin Fire,7,Contra Costa,"Cummings Skyway & Franklin Canyon, 6 miles southeast of Rodeo",38.012640000000005,-122.1885,13.0,26.0,21.0,9.0,1014.0,0.0
367,Phoenix Fire,29,Nevada,west of Fordyce Lake near Soda Springs ,39.39051,-120.51886999999999,9.0,23.0,17.0,8.0,1014.0,0.0
368,Mina Fire,23,Mendocino,"off Mina Rd & Trinity County Line, 12 miles northeast of Covelo",39.8748511,-123.42670109999999,7.0,24.0,14.0,6.0,1016.0,0.0
369,Knoxville Fire,17,Lake,"Berryessa Knoxville Rd & East Side Rd, north of Lake Berryessa",38.68403,-122.26015,12.0,34.0,27.0,6.0,1009.0,0.0
370,Gopher Fire,37,San Diego,"I-15 & Lawrence Welk Drive, Gopher Canyon",33.22558,-117.14546999999999,16.0,27.0,24.0,4.0,1011.0,0.0
371,Stagecoach Fire,5,Calaveras,"off Stagecoach Rd and Hwy 4, south of Copperopolis",37.96311,-120.67335,12.0,32.0,27.0,7.0,1013.0,0.0
372,Campo Fire,5,Calaveras,"off Campo Seco and Chili Camp Road, near Burson ",38.22017,-120.8678,18.0,39.0,33.0,4.0,1016.0,0.0
373,Moffett Fire,47,Siskiyou,"off of Moffett Creek Rd and Luce Gulch Rd, northeast of Fort Jones",41.6314,-122.7933,3.0,16.0,12.0,7.0,1016.0,0.0
374,Frymire Fire,55,Tuolumne,"Off Frymire Rd & Morrison Rd, east of Oakdale",37.81434,-120.69521,23.0,41.0,35.0,8.0,1010.0,0.0
375,Clay Fire,34,Sacramento,off Highway 104 and Clay East Road near Herald,38.3131,-121.06452,16.0,38.0,31.0,4.0,1016.0,0.0
376,Lone Pine Fire,14,Inyo,"Whitney Portal Rd. and OlivasRanch Rd., 3 miles West of Lone Pine",36.58972,-118.15588999999999,21.0,28.0,25.0,5.0,1011.0,0.2
377,Hidden Fire,35,San Benito,"off Hidden Valley Rd & Cienega Rd, southwest of Hollister ",36.80296,-121.40303999999999,14.0,36.0,31.0,4.0,1015.0,0.0
378,Taglio Fire,24,Merced,"I-5 & Taglio Road, east of Gustine",37.2171,-121.08036000000001,9.0,23.0,18.0,9.0,1019.0,0.0
379,Rock Fire,37,San Diego,"off Highway 67 & Rockhouse Road, near Ramona",33.00056,-116.9571,17.0,29.0,24.0,4.0,1012.0,0.0
380,Aukum Fire,9,El Dorado,off Mount Aukum Road & Grizzly Flat Road,38.64107,-120.6955,16.0,33.0,28.0,10.0,1017.0,0.0
381,Bryson Fire,27,Monterey,"Bryson-Hesperia Rd & Interlake Rd, west of Bradley ",35.8378273,-121.0381507,13.0,25.0,20.0,6.0,1016.0,0.0
382,Stafford Fire,12,Humboldt,"Community of Stafford, 7 miles south of Fortuna",40.4572,-124.05803999999999,11.0,27.0,22.0,7.0,1014.0,0.0
383,Table Fire,47,Siskiyou,"Table Rock Rd & Harry Cash Rd, Montague",41.71847,-122.36923999999999,9.0,29.0,24.0,5.0,1016.0,0.1
384,Ken Fire,36,San Bernardino,Off I-15 Between Kenwood and Blue Cut in the Cajon Pass,34.25858,-117.4415,16.0,29.0,24.0,7.0,1010.0,0.0
385,Mockingbird Fire,17,Lake,"Off Hwy 29 & Mockingbird Lane, Upper Lake",39.1408865,-122.9148951,13.0,27.0,18.0,10.0,1016.0,0.0
386,Shelter Fire,56,Ventura,"off Volcan Mountain, north of Julian",33.11645,-116.58542,12.0,35.0,28.0,18.0,1009.0,0.0
387,Jacobson Fire,54,Tulare,Jacobson Drainage in the Golden Trout Wilderness,36.217,-118.551,13.0,27.0,21.0,5.0,1021.0,0.0
388,Mokelumne Fire,2,Alpine,Mokelumne Wilderness,38.575540000000004,-120.00606,11.0,18.0,16.0,4.0,1012.0,0.0
389,Gorman Fire,19,Los Angeles,off northbound Interstate 5 at Gorman Creek,34.6888731,-118.78925929999998,7.0,22.0,17.0,8.0,1015.0,0.0
390,Thomas Fire,"42,56",Santa Barbara,"Hwy 150 and Hwy 126, north of Santa Paula ",34.415209999999995,-119.09123999999998,10.0,17.0,14.0,11.0,1017.0,0.0
391,Long Valley Fire,18,Lassen,"off Hwy 395 and Cowboy Joe Rd, 3 miles north of Doyle",40.07045,-120.14013,9.0,27.0,22.0,6.0,1012.0,0.0
392,Detwiler Fire,22,Mariposa,"Detwiler Rd and Hunters Valley Rd, 2 miles east of Lake McClure",37.61757,-120.21321,22.0,37.0,32.0,6.0,1015.0,0.0
393,Eclipse Complex,47,Siskiyou,"5 miles W of Happy Camp, CA",41.841,-123.47399999999999,8.0,27.0,22.0,3.0,1012.0,0.0
394,Nuns / Adobe / Norrbom/ Pressley / Partrick Fires / Oakmont (Central LNU Complex),"28,49",Napa,"Hwy 12, north of Glen Ellen",38.4041,-122.5209,15.0,26.0,22.0,4.0,1010.0,0.0
395,Atlas Fire (Southern LNU Complex),"28,48",Napa,"Off of Altas Peak Rd, south of Lake Berryessa",38.39206,-122.24367,14.0,27.0,22.0,5.0,1010.0,0.0
396,Garza Fire,16,Kings,"Tar Canyon Road, near Avenal",35.93273,-120.20013999999999,23.0,41.0,36.0,6.0,1013.0,0.0
397,Miller Complex,47,Siskiyou,"17 miles east of Cave Junction, Oregon",42.038999999999994,-123.21799999999999,11.0,25.0,20.0,5.0,1014.0,0.0
398,Tubbs Fire (Central LNU Complex),"28,49",Napa,"off of Hwy 128 and Bennett Ln, Calistoga",38.60895,-122.62879,12.0,28.0,21.0,6.0,1010.0,0.0
399,Pier Fire,54,Tulare,"Highway 190, east of Springville",36.15356,-118.74103000000001,27.0,43.0,37.0,7.0,1012.0,0.0
400,Redwood Valley Fire (Mendocino Lake Complex),23,Mendocino,"North of Hwy 20, west of Mendocino National Forest, south of Black Bart",39.24873,-123.16635,7.0,28.0,20.0,9.0,1012.0,0.0
401,Alamo Fire,40,San Luis Obispo,Off Highway 166 near Twitchell Reservoir,35.0179,-120.3223,19.0,33.0,28.0,8.0,1016.0,0.0
402,Helena - Fork Fire,53,Trinity,"Hwy 299 near town of Helena, Junction City",40.76025,-123.10003,14.0,31.0,24.0,2.0,1014.0,0.0
403,Lion Fire,54,Tulare,Golden Trout Wilderness near Lion Meadow.,36.27138,-118.48555,15.0,22.0,20.0,12.0,1015.0,0.0
404,R-4 Fire,18,Lassen,23 miles east-southeast of Madeline,40.69573,-119.93498999999998,14.0,30.0,25.0,6.0,1013.0,0.0
405,Whittier Fire,42,Santa Barbara,"Lake Cachuma area, south of Hwy 154",34.550959999999996,-119.9494,21.0,39.0,35.0,4.0,1011.0,0.0
406,Pocket Fire (Central LNU Complex),49,Sonoma,"off of Pocket Ranch Rd and Ridge Ranch Rd, Geyserville ",38.76549,-122.90938999999999,9.0,27.0,19.0,12.0,1011.0,0.0
407,Railroad Fire,20,Madera,"Highway 41, south of Fish Camp",37.44663,-119.64622,19.0,37.0,30.0,9.0,1014.0,0.1
408,Elm Fire,10,Fresno,"off of Hwy 198 & Fire Stone, south of Coalinga",36.12089,-120.37116,11.0,24.0,20.0,9.0,1015.0,0.0
409,Cascade Fire (Wind Complex),58,Yuba,"Cascade Way and Marysville Rd, north of Collins Lake ",39.321979999999996,-121.4021,14.0,28.0,23.0,7.0,1011.0,0.0
410,Canyon 2 Fire,30,Orange,"Off of East Santa Ana Canyon Rd, west of Gypsum Canyon",33.87041,-117.70975,22.0,33.0,29.0,4.0,1010.0,0.0
411,Slinkard Fire,26,Mono,"West of Hwy 395, north of Hwy 89, south of Topaz",38.655,-119.55425,10.0,27.0,23.0,5.0,1015.0,1.0
412,Cherokee Fire,4,Butte,"off Cherokee Road and Zonalea Lane, Oroville ",39.624959999999994,-121.52966,12.0,25.0,20.0,8.0,1011.0,0.0
413,Parker 2 Fire,25,Modoc,southwest of Cedarville,41.466,-120.321,17.0,34.0,30.0,10.0,1016.0,0.0
414,La Tuna Fire ,19,Los Angeles,"Lowell Ave and I-210, Verdugo Hills, Los Angeles City",34.22957,-118.2674,26.0,42.0,37.0,2.0,1010.0,0.7
415,South Fork Fire,22,Mariposa,"off Wawona Rd, east of Wawona",37.538000000000004,-119.598,11.0,20.0,17.0,4.0,1012.0,0.0
416,Manzanita Fire,33,Riverside,"Hwy 79 North, Lambs Canyon south of Dump Road, south of Beaumont",33.530045,-116.594422,25.0,37.0,33.0,15.0,1011.0,0.0
418,Rye Fire,19,Los Angeles,"along Rye Canyon Loop, west Valencia",34.45283,-118.58188,7.0,15.0,11.0,36.0,1021.0,0.0
419,Mud Fire,18,Lassen,"Little Mud Flat, 18 miles northeast of Susanville ",40.43962,-120.22215,16.0,32.0,26.0,5.0,1014.0,0.0
420,Wall Fire,4,Butte,"Chinese Wall Rd, north of Bangor",39.453520000000005,-121.41221999999999,20.0,39.0,33.0,7.0,1017.0,0.0
421,Jayne Fire,10,Fresno,Off of Hwy 33 and Lost Hills south of Coalinga,36.07228,-120.26561000000001,11.0,21.0,17.0,13.0,1024.0,0.0
422,Summit Complex,50,Stanislaus,The Summit Complex consists of 3 fires burning on the Summit Ranger District of the Stanislaus National Forest.,38.329,-119.78200000000001,17.0,33.0,28.0,10.0,1019.0,0.0
423,Ruth Complex,53,Trinity,"Dutchman Rd, east of Zenia",40.175979999999996,-123.36882,12.0,32.0,25.0,3.0,1014.0,0.0
424,Minerva Fire,32,Plumas,"Forest Road 24N26, 3 miles southwest of Quincy (Plumas County)",39.9034,-120.9761,16.0,32.0,27.0,6.0,1014.0,0.0
425,Lilac Fire,37,San Diego,"Old Hwy 395 at Dulin Road, Bonsall",33.3237,-117.163,12.0,23.0,19.0,14.0,1024.0,0.0
426,Ponderosa Fire,4,Butte,"Ponderosa way and Lumpkin road, 2 miles NW of Forbestown ",39.577009999999994,-121.30208999999999,24.0,38.0,33.0,9.0,1012.0,0.0
427,Palmer Fire,33,Riverside,"San Timoteo Canyon Road / Fisherman''s Retreat, Beaumont",33.974709999999995,-117.09983999999999,25.0,36.0,33.0,8.0,1008.0,0.0
428,Young Fire,47,Siskiyou,"Siskiyou Wilderness, Six Rivers NF",41.853,-123.676,17.0,24.0,21.0,5.0,1016.0,0.0
429,Hawk Fire,15,Kern,"Hwy 155, north of Bakersfield",35.77896,-118.89627,22.0,43.0,37.0,3.0,1016.0,0.0
430,Eureka Fire,32,Plumas,McRae Meadows,39.75312,-120.75485,14.0,34.0,26.0,4.0,1013.0,0.0
431,I-5 Fire,16,Kings,"off I-5 & Quebec Ave, north of Avenal",36.05187,-120.05403999999999,19.0,37.0,31.0,7.0,1013.0,0.0
432,Winters Fire,57,Yolo,"Hwy 128 and Pleasant View Rd, south west of Winters",38.49521,-122.0251,17.0,40.0,34.0,10.0,1018.0,0.0
433,Sulphur Fire (Mendocino Lake Complex),17,Lake,"off Hwy 20 and Sulphur Bank Road, Clearlake Oaks",39.013870000000004,-122.64543,13.0,26.0,21.0,9.0,1011.0,0.0
434,Gate Fire,37,San Diego,"off of Hwy 94 and Otay Truck Trail, northwest of Dulzura",32.65597,-116.80527,17.0,30.0,26.0,5.0,1012.0,0.0
435,Parkfield Fire,"27,40",Monterey,"Vineyard Canyon Rd, west of Parkfield",35.86949,-120.57893999999999,25.0,39.0,36.0,8.0,1012.0,0.0
436,Wright Fire,24,Merced,"Hwy 152 and Arburura Road, southwest of Los Banos",36.96655,-120.89261,11.0,22.0,18.0,12.0,1020.0,0.0
437,37 Fire,49,Sonoma,Hwy 37 & Lakeville Highway,38.14242,-122.47301000000002,16.0,25.0,21.0,21.0,1009.0,0.0
438,Quail Fire,15,Kern,off Hwy 65 and Famoso Road east of Famoso,35.59904,-119.08312,22.0,42.0,36.0,3.0,1017.0,0.0
439,Hill Fire,40,San Luis Obispo,"Park Hill Road and La Entrada, east of Santa Margarita",35.4025,-120.4992,14.0,31.0,25.0,2.0,1016.0,0.0
440,Derrick Fire,10,Fresno,"off Los Gatos Creek Rd, west of Coalinga",36.269125,-120.620791,17.0,31.0,27.0,8.0,1012.0,0.0
441,Holcomb Fire,36,San Bernardino,"off Highway 18 & Holcomb Valley Rd, east of Big Bear Lake",34.2976,-116.82600000000001,24.0,39.0,35.0,8.0,1007.0,0.0
442,Oakwood Fire,20,Madera,"Oakwood Road and Road 406, northeast of Madera",37.0825,-119.8011,10.0,21.0,18.0,4.0,1012.0,0.0
443,Garden Fire,15,Kern,"1/2 mile west of USFS Democrat Fire Station, Kern River Ranger District",35.543,-118.654,19.0,34.0,30.0,5.0,1016.0,0.0
444,Opera Fire,33,Riverside,"off Opera Loop & East Palmyrita Avenue, in Highgrove ",34.00566,-117.30693000000001,11.0,30.0,25.0,1.0,1018.0,0.0
445,Caldwell Fire,15,Kern,"Kernville Rd. x Sierra Way, 6 miles north of Lake Isabella",35.76,-118.406,20.0,30.0,27.0,12.0,1013.0,2.2
446,Latrobe Fire,34,Sacramento,"Off Latrobe Rd & Scott Rd, near Rancho Murieta",38.5181,-121.104,21.0,39.0,32.0,5.0,1016.0,0.0
447,Tarina Fire ,15,Kern,"Breckenridge Road, 3 miles east of Bakersfield",35.382979999999996,-118.80123,17.0,36.0,30.0,4.0,1013.0,0.0
448,Buffalo Fire,37,San Diego,"Range 600, Case Springs Road, Camp Pendleton",33.402411,-117.402445,20.0,30.0,26.0,2.0,1016.0,0.0
449,Hudson Fire,15,Kern,"Hudson Ranch Rd. and Hwy 166, south of Maricopa",34.94373,-119.44751000000001,23.0,35.0,31.0,5.0,1012.0,0.0
450,Blaine Fire,33,Riverside,Blaine Rd and Terrace Dr,33.98212,-117.30819,23.0,34.0,31.0,6.0,1012.0,0.0
451,Mission Fire,20,Madera,"Mission Dr. and Italian Bar Rd., 2 miles east of North Fork",37.216159999999995,-119.48066999999999,26.0,37.0,32.0,8.0,1015.0,0.0
452,Chilcoot Fire,32,Plumas,"Chilcoot Ave, Chilcoot",39.75371,-120.1397,8.0,28.0,22.0,3.0,1015.0,0.0
453,Berry Fire,45,Shasta,"off of Baker Rd, east of Big Bend",40.98352,-121.81623,16.0,32.0,26.0,4.0,1014.0,0.9
454,El Dorado Fire,10,Fresno," El Dorado Ave & Kamm Ave, northeast of Coalinga",36.530836,-120.20659199999999,12.0,24.0,20.0,16.0,1015.0,0.0
455,Wildomar Fire,33,Riverside,"S Main Divide Rd and Wildomar OHV Park, west of Wildomar City",33.602470000000004,-117.34192,20.0,31.0,27.0,3.0,1011.0,0.0
456,Poslin Fire,18,Lassen,"Scott Rd, 9 miles south of Doyle",39.888000000000005,-120.066,8.0,28.0,22.0,3.0,1015.0,0.0
457,Lobo Fire (Wind Complex),29,Nevada,"near Lone Lobo Trail, Rough and Ready",39.245490000000004,-121.12791999999999,12.0,25.0,19.0,27.0,1017.0,0.0
458,Yankee Fire,40,San Luis Obispo,Field Rd and Perimeter Rd at Training Area Yankee 6 in Camp Roberts,35.7908,-120.77485,20.0,32.0,28.0,5.0,1014.0,0.0
459,Placerita Fire,19,Los Angeles,"Off Hwy 14 & Placerita Canyon Rd, in Santa Clarita",34.37443,-118.49343,22.0,39.0,34.0,2.0,1012.0,0.0
460,Farad Fire,46,Sierra,"Hwy 80 and State Boundary, 12 miles northeast of Truckee ",39.439721999999996,-120.027222,15.0,20.0,19.0,9.0,1014.0,0.0
461,Jacksonville Fire,55,Tuolumne,"Jacksonville Road, south of Jamestown",37.905545000000004,-120.40813500000002,19.0,36.0,30.0,6.0,1014.0,0.0
462,Peak Fire,22,Mariposa,"Indian Peak Rd and Usona Rd, 9 miles southeast of Mariposa",37.37397,-119.83556000000002,20.0,37.0,30.0,8.0,1015.0,0.0
463,Mart Fire,36,San Bernardino,"Highland Ave and City Creek Road, Highland",34.14575,-117.17813000000001,21.0,36.0,32.0,8.0,1011.0,0.0
464,Ben Fire,22,Mariposa,off Ben Hur Road and Silver Bar Road,37.3762,-119.9646,9.0,31.0,25.0,5.0,1013.0,0.0
465,Battle Fire,25,Modoc,"Hwy 139 south of Newell, east of Tule Lake",41.85763,-121.29581,7.0,25.0,20.0,5.0,1014.0,0.0
466,Mias Fire,33,Riverside,Misa Canyon Road and Bluff Street,33.950359999999996,-116.88066,15.0,26.0,23.0,4.0,1011.0,0.0
467,W-2 Fire,18,Lassen,"Ash Valley, 6 miles west of Madeline",41.119890000000005,-120.74968,13.0,28.0,23.0,5.0,1014.0,0.0
468,Ming Fire,15,Kern,"Round Mountain Road and Amaya Court, north of Lake Ming",35.4605,-118.85896000000001,15.0,33.0,27.0,7.0,1014.0,0.0
469,Deluz Fire,37,San Diego,"Camp Pendleton, north of India Training Area",33.3906,-117.32348,15.0,27.0,23.0,4.0,1014.0,0.0
470,Fay Fire,47,Siskiyou,"Highway 3 & Fay Lane, south of Etna",41.3975,-122.8428,14.0,31.0,26.0,11.0,1016.0,0.0
471,Monterey Fire,10,Fresno,"off South Monterey Ave. & W South Ave., near Tranquillity ",36.616986,-120.36934699999999,11.0,23.0,19.0,16.0,1013.0,0.0
472,Rucker Fire,42,Santa Barbara,"Rucker Rd and Purisima Rd, 2 miles north east of Lompoc",34.67403,-120.4393,17.0,26.0,22.0,12.0,1013.0,0.0
473,Eastman Fire,20,Madera,"Road 29 & Road 26, southwest of Raymond",37.14624,-120.01550900000001,15.0,30.0,25.0,12.0,1014.0,0.0
474,Skirball Fire,19,Los Angeles,N Sepulveda Blvd at I-405,34.09454,-118.48178,15.0,26.0,20.0,10.0,1023.0,0.0
475,Elephant Fire,54,Tulare,"off Strathmore Rd, community of Lindsay",36.22265,-119.06598000000001,20.0,33.0,29.0,2.0,1015.0,0.0
476,Dode Fire,25,Modoc,"off Hwy 139, 7 miles North of Tionesta",41.72163,-121.30451000000001,9.0,30.0,25.0,2.0,1017.0,0.0
477,Jennings Fire,37,San Diego,"I-8 and Old Hwy 80, Community of Lakeside",32.84796,-116.85396000000001,20.0,31.0,28.0,3.0,1012.0,0.0
478,Sonoma Fire,10,Fresno,"off Sonoma Ave & Cerini Ave, west of Helm ",36.45491,-120.2445,15.0,31.0,25.0,6.0,1013.0,0.0
479,Pleasant Fire,29,Nevada,"Off Hwy 49 & Pleasant Valley Rd, south of North San Juan  ",39.34292,-121.12003999999999,20.0,34.0,29.0,7.0,1013.0,0.0
480,Bear Fire,44,Santa Cruz,"Bear Canyon Road and Deer Creek Road in Boulder Creek, CA",37.18356,-122.07011999999999,18.0,28.0,24.0,7.0,1020.0,0.0
481,Chris Fire,26,Mono,"Hwy 395, north of Hwy 108, Walker Watershed, south of Walker",38.46111,-119.48284,0.0,9.0,5.0,14.0,1021.0,0.0
482,Stone Fire,40,San Luis Obispo,"Huer Huero Road, east of Santa Margarita",35.42433,-120.47322,21.0,34.0,30.0,6.0,1012.0,0.0
483,Dinely Fire,54,Tulare,"off of Dinely Drive in Three Rivers, northeast of Lake Kaweah",36.458090000000006,-118.87676,16.0,33.0,28.0,4.0,1012.0,0.0
484,Rose Fire,15,Kern,"I-5 Freeway and Grapevine Rd, north of the Grapevine",34.92907,-118.9267,17.0,30.0,26.0,6.0,1012.0,0.0
485,Bryant Fire,36,San Bernardino,"Bryant Street at Hwy 38, City of Yucaipa",34.084920000000004,-117.03826000000001,23.0,32.0,28.0,1.0,1014.0,0.0
486,Marble Fire,8,Del Norte,"Orleans Rd, Six River National Forest",41.478,-123.506,-2.0,29.0,21.0,4.0,1019.0,0.0
487,Liberty Fire,33,Riverside,"Los Alamos Rd & Liberty Rd, city of Murrieta",33.59257,-117.14979,11.0,21.0,16.0,16.0,1025.0,0.0
488,Bravo Fire,15,Kern,"Hwy 178 and Mira Monte Drive, 2 miles southeast of Lake Ming",35.41283,-118.84466,6.0,20.0,15.0,2.0,1011.0,0.0
489,Little Mountain Fire,36,San Bernardino,"University Pkwy. and Varsity Ave., San Bernardino City",34.16564,-117.33333999999999,6.0,16.0,11.0,23.0,1021.0,0.0
490,Lost Fire,37,San Diego,"off of Hwy 79, 4 miles north of Warner Springs",33.34659,-116.66107,18.0,37.0,32.0,10.0,1010.0,0.0
491,Huasna Fire,40,San Luis Obispo,"Huasna Townsite Rd & Huasna Rd, Huasna",35.122690000000006,-120.39386999999999,16.0,26.0,22.0,8.0,1014.0,0.0
492,Largo Fire,9,El Dorado,"South Shingle Rd at Michigan Bar Rd, northeast of Rancho Murieta",38.538332000000004,-121.039267,20.0,37.0,31.0,4.0,1018.0,0.0
493,Deer Complex,7,Contra Costa,"Deer Valley Road & Marsh Creek Road, west of Brentwood",37.87808,-121.78676999999999,18.0,39.0,31.0,9.0,1013.0,0.0
494,Camp Fire,40,San Luis Obispo,"off of Hwy 1 & Range Rd, northeast of San Luis Obispo ",35.34541,-120.76463999999999,10.0,21.0,19.0,12.0,1015.0,0.0
495,Arrow Fire,40,San Luis Obispo,off of Soda Lake,35.21177,-119.87525,9.0,18.0,15.0,5.0,1012.0,0.0
496,Bodfish Fire,15,Kern,5 miles south of Lake Isabella,35.598040000000005,-118.47939,-1.0,19.0,11.0,13.0,1010.0,0.0
497,Eagle Fire,33,Riverside,"Off Tin Mine Rd & La Sierra Ave, near Lake Mathews",33.853229999999996,-117.48195,21.0,34.0,31.0,4.0,1015.0,0.0
498,Skeleton Fire,17,Lake,"Skeleton Glade, 5 miles east of Lake Pillsbury ",39.44543,-122.85193999999998,15.0,33.0,26.0,4.0,1013.0,1.0
499,Eclipse Fire,37,San Diego,"Royal Willie Road and La Posta Road, Community of Campo",32.65003,-116.42907,18.0,30.0,25.0,5.0,1012.0,0.0
500,Wasioja Fire,42,Santa Barbara,"Wasioja Road and Hwy 166, east of New Cuyama ",34.9465,-119.8036,16.0,30.0,26.0,1.0,1014.0,0.0
501,Toll Fire,32,Plumas,"Tollgate Creek and Oakland Camp Road, north of Quincy",39.9864,-120.89746000000001,15.0,33.0,25.0,5.0,1013.0,0.0
502,Wild Fire,10,Fresno,"Jensen Ave at Ohio Ave, Mendota",36.704679,-120.405077,11.0,23.0,19.0,16.0,1013.0,0.0
503,Quarry Fire,15,Kern,"off Hwy 223, east of Arvin ",35.19008,-118.76151999999999,3.0,21.0,14.0,5.0,1014.0,0.0
504,Laverne Fire,45,Shasta,"off of Laverne Ln & Saddle Trail, 6 miles southeast of Redding",40.471059999999994,-122.43608,20.0,31.0,28.0,4.0,1013.0,0.0
505,High Fire,36,San Bernardino,"off High Rd & Santa Rosa Rd, Lucerne Valley",34.412040000000005,-117.03031000000001,24.0,34.0,31.0,6.0,1010.0,0.0
506,Evans Fire,46,Sierra,"Off Highway 395 & Scott Rd, east of Loyalton",39.711009999999995,-120.02325,13.0,32.0,26.0,3.0,1013.0,0.0
507,Peg Fire,18,Lassen,"off Termo Grasshopper Rd., northwest of Ravendale",40.80968,-120.48641,12.0,31.0,25.0,2.0,1016.0,0.0
508,26 Fire,20,Madera,"off of Road 29, north of Ave 26, east of Chowchilla",37.127590000000005,-120.0193,17.0,35.0,29.0,19.0,1013.0,0.0
509,Corral Fire,1,Alameda,"Off Corral Hollow Road, South of Tracy",37.63358,-121.49925,13.0,25.0,21.0,8.0,1016.0,0.0
510,Lucy Fire,40,San Luis Obispo,"off of Lucy Brown Rd, south of Hwy 41",35.6871,-120.3187,15.0,30.0,26.0,8.0,1014.0,0.0
511,41 Fire,20,Madera,"off of Hwy 41 and Ave 11, north of Fresno",36.90967,-119.79315,11.0,23.0,19.0,15.0,1015.0,0.0
512,Tower Fire,36,San Bernardino,"Cleghorn Road, east of I-15, north of the community of Devore",34.30104,-117.45646,11.0,27.0,23.0,2.0,1018.0,0.0
513,Grape Fire,23,Mendocino,"Off Hwy 101 & Crawford Ranch Rd, Hopland",39.02482,-123.1362,8.0,22.0,16.0,9.0,1017.0,0.0
514,Skyway Fire,4,Butte,"off Skyway and Hwy 99, east of Chico",39.69717,-121.75417,17.0,32.0,27.0,8.0,1017.0,0.0
515,Tumey Fire,10,Fresno,"Panoche Rd, 5 miles west of I-5",36.5355,-120.6585,11.0,26.0,21.0,12.0,1018.0,0.0
516,Coronado Fire,22,Mariposa,Merced Falls Rd and Coronado Rd in Lake McClure,37.62823,-120.30046000000002,17.0,34.0,28.0,6.0,1014.0,0.0
517,Twist Fire,55,Tuolumne,"Twist Road south of Algerine Road, Jamestown",37.90014,-120.36005,20.0,37.0,30.0,6.0,1018.0,0.0
518,Stewart Fire,33,Riverside,Stewart Rd at Woodson Rd in Moreno Valley,34.009026,-117.239099,20.0,33.0,29.0,5.0,1014.0,0.0
519,Margarita Fire,40,San Luis Obispo,"Santa Margarita Lake Rd. and W. Pozo Rd., 7 miles SE of Santa Margarita",35.31886,-120.50886000000001,23.0,36.0,30.0,2.0,1012.0,0.1
520,Lamb Fire,33,Riverside,"Lamb Canyon & Dump Road, north of Hemet ",33.882870000000004,-116.99651000000001,8.0,19.0,16.0,7.0,1007.0,0.0
521,Maria Fire,5,Calaveras,"Jesus Maria Road and Music Gulch Road, Mokelumne Hill ",38.291129999999995,-120.62177,15.0,39.0,34.0,6.0,1012.0,0.0
522,Poly Fire,40,San Luis Obispo,near Cal Poly,35.3024,-120.65279,17.0,28.0,24.0,7.0,1010.0,0.0
