,Total_Acres_Burned,Archive_Year,County_Name,County_ID,Fire_Started_Date,Fire_Extinguished_Date,Injuries,Latitude,Longitude,Major_Incident,Location,Fire_Name,Percent_Contained,State,CAUSE,Cause_Description,Structure_Impacted,Maximum_Temp,Minimum_Temp,Average_Temp,Wind_Speed,Air_Pressure,Precipitation
556,70,2017,Santa Clara,43,7/10/2017,1/9/2018,0,37.25014,-121.68562,FALSE,"San Felipe Road and Metcalf Road, 8 miles northeast of Morgan Hill",Felipe Fire,100,CA,14,Unidentified,0,32,13,26,7,1012,0
557,70,2017,Fresno,10,5/19/2017,1/9/2018,0,36.60736,-120.5828,FALSE,"Interstate 5 and Manning Avenue, north of Coalinga",Manning Fire,100,CA,14,Unidentified,0,32,14,27,3,1015,0
558,65,2017,Stanislaus,50,6/21/2017,1/9/2018,0,37.82934,-120.68992,FALSE,"Off Sonora Rd & Orange Blossom Rd, east of Oakdale",Orange Fire,100,CA,14,Unidentified,0,38,19,33,5,1010,0
559,63,2017,Riverside,33,7/28/2017,1/9/2018,0,33.81976,-117.18552,FALSE,"Placentia Ave. at Eureka St, Nuevo",Placentia Fire,100,CA,14,Unidentified,0,33,22,29,3,1012,0
560,63,2017,Mariposa,22,6/15/2017,1/9/2018,0,37.36914,-120.0088,FALSE,west of  Westfall Road and north of Whiterock Road,Westfall Fire,100,CA,14,Unidentified,0,30,9,25,8,1015,0
561,62,2017,San Diego,37,8/26/2017,1/9/2018,0,33.20988,-116.46989,FALSE,"Montezuma Valley Rd., near the Community of Borrego Springs.",Montezuma Fire,100,CA,14,Unidentified,0,39,18,33,6,1010,0
562,62,2017,Lake,17,8/8/2017,1/9/2018,0,38.94599,-122.81135,TRUE,Bottle Rock Rd and Highway 29 in Kelseyville,Bottle Fire,100,CA,14,Unidentified,0,35,17,30,4,1014,0
563,60,2017,Tehama,52,6/18/2017,1/9/2018,0,40.32063,-122.83208,FALSE,"Hwy 36 West, off Tedoc Roadd, west of Platina",Bolla Fire,100,CA,14,Unidentified,0,31,8,26,5,1016,0
564,58,2017,Lake,17,9/12/2017,1/9/2018,0,39.42604,-123.03344,FALSE,"Elk Mountain Rd, west of Lake Pillsbury",Slides Fire,100,CA,14,Unidentified,0,33,15,26,4,1013,1
565,58,2017,Tulare,54,7/18/2017,1/9/2018,0,36.64404,-118.99944,FALSE,"off of Hogback Rd and Whitaker Forest Dr, Badger",Hogback Fire,100,CA,14,Unidentified,0,36,17,30,5,1013,0
566,57,2017,Tehama,52,7/28/2017,1/9/2018,0,40.1583,-122.3209,FALSE,"Live Oak Road, Community of Ridgway, west of Red Bluff",Live Fire,100,CA,14,Unidentified,0,40,21,35,4,1014,0
567,57,2017,Fresno,10,7/4/2017,1/9/2018,0,36.81476,-119.51592,FALSE,"Ashland and Riverbend Ave, Sanger City",Freedom Fire,100,CA,14,Unidentified,0,39,20,34,5,1016,0
568,56,2017,Siskiyou,47,6/18/2017,1/9/2018,0,41.93006,-122.36545,FALSE,Ager Beswick Rd. and Crest Ln. south of Copco Lake,Bogus Fire,100,CA,14,Unidentified,0,30,11,25,5,1020,0
569,55,2017,Solano,48,9/23/2017,1/9/2018,0,38.4446,-122.0041,TRUE,"Estate Rd & John Wayne Rd, north of Vacaville",Estate Fire,100,CA,14,Unidentified,3,26,14,21,10,1013,0
570,55,2017,Siskiyou,47,8/29/2017,1/9/2018,0,41.99483,-121.90077,FALSE,"off of Owens Rd and Hwy 97, northeast of Dorris ",Owens Fire,100,CA,14,Unidentified,0,32,14,27,3,1015,0
571,55,2017,Los Angeles,19,6/29/2017,1/9/2018,0,34.03941,-118.58624,FALSE,Off Topanga Canyon & Pacific Coast Hwy in Malibu,Topanga Fire,100,CA,14,Unidentified,0,25,15,22,3,1013,0
572,54,2017,Santa Clara,43,6/21/2017,1/9/2018,0,37.33454,-121.76323,FALSE,"Off Quimby Rd, west of Grant Ranch Park, East San Jose",Quimby Fire,100,CA,14,Unidentified,0,35,15,28,9,1010,0
573,51,2017,Santa Clara,43,7/26/2017,1/9/2018,0,37.44485,-121.84108,FALSE,"Weller Rd and Calaveras Rd, 3 miles east of Milpitas",Weller Fire,100,CA,14,Unidentified,0,34,20,29,3,1015,0
574,50,2017,Kern,15,10/26/2017,1/9/2018,0,35.21556,-118.56578,FALSE,"Hwy 58 and Keene Ranch Rd, community of Keene",Tank Fire,100,CA,14,Unidentified,0,25,14,21,8,1012,0
575,50,2017,Riverside,33,10/23/2017,1/9/2018,0,33.8826,-117.00589,FALSE,"Lambs Canyon Road & Gilman Springs Road, Gilman Springs",Extension Fire,100,CA,14,Unidentified,0,31,20,27,14,1020,0
576,50,2017,Los Angeles,19,10/17/2017,1/9/2018,0,34.22551,-118.05545,FALSE,off Mount Wilson Circle near the Mount Wilson Observatory ,Wilson Fire,100,CA,14,Unidentified,0,31,22,28,5,1017,0
577,50,2017,San Mateo,41,9/11/2017,1/9/2018,0,37.41591,-122.3001,TRUE,"Skyline Rd and Skeggs Point, 3 miles west of Woodside",Skeggs Fire,100,CA,14,Unidentified,0,30,22,26,3,1011,0
578,50,2017,Kern,15,8/5/2017,1/9/2018,0,35.70639,-118.47307,FALSE,"Old State Rd & Dollar Rd, Wofford Heights",Calgary Fire,100,CA,14,Unidentified,0,28,17,24,5,1013,0
579,50,2017,Riverside,33,7/3/2017,1/9/2018,0,33.87739,-117.16215,FALSE,"Lake Perris State Recreation Area, Moreno Valley (Riverside County)",Lago Fire,100,CA,14,Unidentified,0,33,15,29,2,1015,0
580,50,2017,San Diego,37,6/13/2017,1/9/2018,0,33.23281,-117.29509,FALSE,"Hwy. 76 & College Blvd., Oceanside, Camp Pendleton",Douglas Fire,100,CA,14,Unidentified,0,23,15,20,2,1014,0
581,48,2017,Riverside,33,5/28/2017,1/9/2018,0,33.58577,-116.07429,FALSE,off Avenue 64 and Las Serenas Street,Serenas Fire,100,CA,14,Unidentified,0,33,14,28,12,1013,0
582,47,2017,San Benito,35,11/25/2017,1/9/2018,0,36.38109,-121.00391,FALSE,Airline Hwy and Bitterwater Road,Bitterwater Fire,100,CA,14,Unidentified,0,28,10,20,6,1016,0
583,47,2017,San Luis Obispo,40,7/20/2017,1/9/2018,0,35.06472,-120.5634,FALSE,"off Zenon Way, Nipomo ",Zenon Fire,100,CA,14,Unidentified,0,26,15,22,6,1016,0
584,46,2017,Siskiyou,47,6/6/2017,1/9/2018,0,41.8721,-122.4571,TRUE,"Whitepine Road and Blue Heron Place, 10 miles east of Hornbrook ",Whitepine Fire,100,CA,14,Unidentified,0,26,9,22,3,1014,0
585,45,2017,Riverside,33,12/21/2017,1/9/2018,0,33.9885,-117.38417,FALSE,"Mission Inn Ave. and Redwood Dr., Riverside",Riverbottom Fire,100,CA,14,Unidentified,0,14,8,12,15,1019,0
586,45,2017,San Luis Obispo,40,10/9/2017,1/9/2018,0,35.28738,-120.44448,FALSE,near 3055  West Pozo Rd,Pozo Fire,100,CA,14,Unidentified,0,26,15,21,6,1008,0
587,45,2017,Shasta,45,4/3/2017,1/9/2018,0,40.48712,-121.85645,FALSE,"Grace Resort Rd and Bluebush Way, 2 miles SE of the Community of Shingletown",Grace Fire,100,CA,14,Unidentified,0,18,8,13,10,1018,0
588,44,2017,Alameda,1,8/27/2017,1/9/2018,0,37.56181,-121.56425,FALSE,"Mines Road and Crane Ridge Road, 8 miles S of Livermore",Mines Fire,100,CA,14,Unidentified,0,39,26,34,6,1014,0
589,43,2017,Tehama,52,11/2/2017,1/9/2018,0,39.81517,-122.28165,FALSE,"Roser Rd & Sour Grass Rd, 6 miles NW of Orland",Roser Fire,100,CA,14,Unidentified,0,20,10,16,3,1014,0
590,42,2017,Monterey,27,6/29/2017,1/9/2018,0,35.96275,-121.08753,FALSE,off San Lucas Rd and Martinez Rd,Lockwood Fire,100,CA,14,Unidentified,0,31,16,26,5,1014,0
591,42,2017,Modoc,25,6/3/2017,1/9/2018,0,41.38247,-120.53443,FALSE,"Off Hwy 395, south of Alturas",Jones Fire,100,CA,14,Unidentified,0,23,10,21,5,1013,0
592,41,2017,Los Angeles,19,6/29/2017,1/9/2018,0,34.10446,-118.70294,FALSE,Stokes Rd. and Mulholland Dr in Calabasas ,Stokes Fire,100,CA,14,Unidentified,0,24,19,23,2,1013,0
593,41,2017,Kern,15,5/14/2017,1/9/2018,0,35.05076,-118.90004,FALSE,"Sabastian Rd and Wheeler, southeast of Arvin ",Feed Fire,100,CA,14,Unidentified,0,21,0,14,7,1010,0
594,40,2017,Riverside,33,12/4/2017,1/9/2018,0,33.96514,-117.4764,FALSE," Riverdale Place and Lakeview Ave, Santa Ana Riverbed ",Riverdale Fire,100,CA,14,Unidentified,0,20,13,16,4,1017,0
595,40,2017,Riverside,33,11/14/2017,1/9/2018,0,33.90327,-116.50151,FALSE,"Off Palm Dr & 20th Ave, Desert Hot Springs",Palm Fire,100,CA,14,Unidentified,0,29,11,21,13,1017,0
596,40,2017,San Bernardino,36,10/24/2017,1/9/2018,0,34.13534,-117.4982,FALSE,"Interstate 15 and Interstate 210, Rancho Cucamonga",Freeway Fire,100,CA,14,Unidentified,0,34,25,30,12,1019,0
597,40,2017,Kern,15,9/29/2017,1/9/2018,0,35.59302,-118.46734,FALSE,"Todd Ct and Brick Dr, east of Lake Isabella",Lakewood Fire,100,CA,14,Unidentified,0,23,15,20,3,1014,0
598,40,2017,Del Norte,8,9/12/2017,1/9/2018,0,41.98128,-124.01168,FALSE,"off Low Divide Rd, west of Rockland",Hole Fire,100,CA,14,Unidentified,0,26,16,22,4,1014,0
599,40,2017,Humboldt,12,8/28/2017,1/9/2018,0,41.02705,-123.63721,FALSE,"Tish Tang Road and Hostler, Hoopa",Translator Fire,100,CA,14,Unidentified,0,38,17,29,6,1016,0
600,40,2017,Tehama,52,8/26/2017,1/9/2018,0,40.29831,-122.70449,FALSE,"Hwy 36 and Vestal Road, west of Red Bluff",Vestal Fire,100,CA,14,Unidentified,0,39,19,33,5,1014,0
601,40,2017,Monterey,27,7/16/2017,1/9/2018,0,36.66684,-121.74826,FALSE,"off Reservation Rd and Blanco Rd, east of the city of Marina",Reservation Fire,100,CA,14,Unidentified,0,31,15,26,5,1014,0
602,39,2017,Yuba,58,7/24/2017,1/9/2018,0,39.06522,-121.3519,TRUE,"Spenceville Rd & Monarch Trail Dr, Wheatland",Spenceville Fire,100,CA,14,Unidentified,5,36,22,31,9,1010,0
603,37,2017,Shasta,45,10/31/2017,1/9/2018,0,40.774,-122.309,FALSE,"I-5 and Turntable Bay, 7 miles NE of Shasta Lake ", Bridge Fire,100,CA,14,Unidentified,0,25,8,18,9,1014,0
604,36,2017,Mariposa,22,7/7/2017,1/9/2018,0,37.65963,-120.34802,FALSE,"Banderilla Dr & Hidalgo St, north of Hayward",Banderilla Fire,100,CA,14,Unidentified,0,40,21,33,7,1018,0
605,35,2017,Riverside,33,9/29/2017,1/9/2018,0,33.74925,-117.10301,FALSE,Hy 74 and Melba Avenue,Melba Fire,100,CA,14,Unidentified,0,31,19,27,3,1012,0
606,35,2017,Marin,21,7/12/2017,1/9/2018,0,38.08055,-122.77846,FALSE,"Point Reyes - Petaluma Road, Petaluma",Spaletta Fire,100,CA,14,Unidentified,0,19,12,17,8,1013,0
607,35,2017,Kern,15,6/9/2017,1/9/2018,0,35.37351,-118.84134,FALSE,"Breckenridge Rd and Comanche Dr., 5 miles east of Bakersfield ",Breckenridge Fire,100,CA,14,Unidentified,0,28,13,24,2,1014,0
608,34,2017,San Bernardino,36,12/5/2017,1/9/2018,0,34.21829,-117.40625,FALSE,"near the Hwy 15 and Hwy 215 junction, near Glen Helen Regional Park ",Meyers Fire,100,CA,14,Unidentified,0,16,6,11,23,1021,0
609,34,2017,Riverside,33,9/10/2017,1/9/2018,0,33.73547,-117.33364,FALSE,"Ellie Way and El Toro Road, Lake Elsinore",Ellie Fire,100,CA,14,Unidentified,0,33,22,29,5,1014,0
610,34,2017,Humboldt,12,8/31/2017,1/9/2018,0,40.03697,-123.64214,FALSE,"Miller Ranch road x Bell Springs road, 10 miles NE Leggett ",Miller Fire,100,CA,14,Unidentified,0,25,15,21,18,1014,0
611,33,2017,Riverside,33,7/7/2017,1/9/2018,0,33.763304,-117.314994,FALSE,"off Christmas Tree Ln & Santa Rosa Mine Rd, in Good Meadow",Christmas Fire,100,CA,14,Unidentified,0,39,21,34,1,1012,0.1
612,33,2017,Kern,15,6/4/2017,1/9/2018,0,35.60633,-118.4642,FALSE,"off Erskine Creek Rd and Pasadena Ln, southwest of Lake Isabella",Creek Fire ,100,CA,14,Unidentified,0,28,10,20,5,1011,0
613,32,2017,Trinity,53,8/2/2017,1/9/2018,0,40.804,-123.375,FALSE,"North of Hwy 299, west of Del Loma",Sandy Fire,100,CA,14,Unidentified,0,39,20,34,5,1013,0
614,32,2017,Monterey,27,6/16/2017,1/9/2018,0,35.90092,-120.93371,TRUE,"Jolon Rd and Frudden Rd, near Lockwood",Shore Fire,100,CA,14,Unidentified,0,33,18,29,10,1015,0
615,32,2017,Monterey,27,6/11/2017,1/9/2018,0,35.902149,-120.983684,FALSE,"New Pleyto Road cross of Stern st, Lockwood",Pleyto Fire,100,CA,14,Unidentified,0,19,10,16,14,1014,0
616,31,2017,Monterey,27,10/15/2017,1/9/2018,0,36.5858,-121.80377,FALSE,"off York Road and S Boundary Road, east of Monterey ",York Fire,100,CA,14,Unidentified,0,28,16,23,10,1018,0
617,31,2017,Fresno,10,8/23/2017,1/9/2018,0,36.099681,-120.443545,FALSE,"off of Highway 198 west of Parsons Road, Coalinga",Juniper Fire,100,CA,14,Unidentified,0,32,21,28,8,1015,0
618,31,2017,Kern,15,5/12/2017,1/9/2018,0,35.60001,-118.4683,FALSE,"Red Hill Road and Schick Road, 2 miles east of Lake Isabella",Hub Fire,100,CA,14,Unidentified,0,15,1,10,9,1016,0
619,30,2017,Los Angeles,19,8/31/2017,3/22/2018,0,34.52055,-118.62882,FALSE,"I-5, north of Hughes Rd., 2 miles north of Lake Hughes",Castaic Fire,100,CA,14,Unidentified,0,38,28,35,8,1010,0
620,30,2017,Humboldt,12,8/3/2017,1/9/2018,0,40.27582,-123.64281,FALSE,"Off Alderpoint Rd and Cemetery Rd, Blocksburg",Blocksburg Fire,100,CA,14,Unidentified,0,20,15,18,3,1014,0
621,30,2017,Riverside,33,7/3/2017,1/9/2018,0,33.96896,-117.25411,FALSE,"off Moreno Beach Dr & Locust, north of Moreno Valley",Timber Fire,100,CA,14,Unidentified,0,33,16,28,3,1015,0
622,29,2017,El Dorado,9,10/10/2017,1/9/2018,0,38.77921,-120.46234,FALSE,"off Ice House Road and US-50, east of Riverton, 13 miles east of Camino",Ice Fire,100,CA,14,Unidentified,0,22,9,17,9,1017,0
623,29,2017,Tehama,52,7/8/2017,1/9/2018,0,40.29118,-122.42606,FALSE,"Benson Rd, Bowman., 11 miles northwest of Red Bluff",Benson Fire,100,CA,14,Unidentified,0,40,20,35,6,1015,0
624,28,2017,Butte,4,9/25/2017,1/9/2018,0,39.8255,-121.7127,FALSE,"Hwy 32 and Humboldt Road, 5 miles northeast of Chico ",32 Fire,100,CA,14,Unidentified,0,28,12,22,9,1016,0
625,28,2017,Modoc,25,8/30/2017,1/9/2018,0,41.4844,-120.36659,FALSE,"4 miles east of Dorris Reservoir, east of Alturas",4-4 Fire,100,CA,14,Unidentified,0,30,16,26,10,1013,0
626,28,2017,Riverside,33,6/15/2017,1/9/2018,0,33.79925,-117.11659,FALSE,Hansen Avenue and Nuevo Road in Nuevo,Nuevo Fire,100,CA,14,Unidentified,0,34,16,29,2,1011,0
627,27,2017,Modoc,25,8/30/2017,1/9/2018,0,41.64469,-120.31814,TRUE,"off Highway 395 and County Road 118, 16 miles north of Alturas.",4-10 Fire,100,CA,14,Unidentified,0,30,16,26,10,1013,0
628,27,2017,Riverside,33,6/3/2017,1/9/2018,0,33.82165,-116.96079,FALSE,Off Soboba Road in San Jacinto,Vernon Fire,100,CA,14,Unidentified,0,33,15,28,0,1010,0
629,26,2017,Yuba,58,9/26/2017,1/9/2018,0,39.03168,-121.40947,FALSE,"Jasper lane and Levee road, 1 mile NE of Wheatland",Jasper Fire,100,CA,14,Unidentified,0,34,17,28,10,1013,0
630,26,2017,Riverside,33,6/18/2017,1/9/2018,0,33.71025,-117.31924,FALSE,State Highway 74 near Trellis Lane,Trellis Fire,100,CA,14,Unidentified,0,34,18,30,1,1009,0
631,26,2017,Riverside,33,6/1/2017,1/9/2018,0,33.94788,-116.59719,FALSE,"Fairview Road & Old Morongo Road, west of Desert Hot Springs ",Fairview Fire,100,CA,14,Unidentified,0,29,16,26,13,1008,0
632,25,2017,San Luis Obispo,40,9/23/2017,1/9/2018,0,35.76343,-121.04445,FALSE,"Lynch Canyon Rd & Lakeview Rd, northwest of Lake Nacimiento",Cove Fire,100,CA,14,Unidentified,0,22,12,19,8,1012,0
633,25,2017,San Diego,37,9/7/2017,1/9/2018,0,32.59252,-116.61609,FALSE,1 mile west of Tecate Port Of Entry in Potrero,Border 9 Fire,100,CA,14,Unidentified,0,31,23,28,3,1012,0.1
634,25,2017,Shasta,45,9/1/2017,1/9/2018,0,40.71923,-122.02525,FALSE,"Oak Run Road and Hopper Lane, Oak Run",Hopper Fire,100,CA,14,Unidentified,0,38,24,31,8,1014,0
635,25,2017,San Diego,37,6/27/2017,1/9/2018,0,32.7789,-116.8516,FALSE,"off Sloane Canyon Road at Dehesa Road, east of El Cajon",Sloane Fire,100,CA,14,Unidentified,0,31,20,28,3,1011,0
636,25,2017,Madera,20,6/18/2017,1/9/2018,0,37.02081,-119.95136,FALSE,"Road 400 and Road 33, 7 miles east of Madera ",Road Fire,100,CA,14,Unidentified,0,43,23,37,11,1011,0
637,25,2017,Los Angeles,19,6/3/2017,1/9/2018,0,34.29931,-118.37539,FALSE,"I-5, North of Lake Hughes Rd, Community of Cataic ",5 Fire,100,CA,14,Unidentified,0,29,18,25,3,1011,0
638,25,2017,San Diego,37,5/24/2017,1/9/2018,0,32.679,-116.29296,FALSE,"Off of Ribbonwood Road and Interstate 8, east of El Cajon",Ribbonwood Fire,100,CA,14,Unidentified,0,29,13,25,6,1010,0
639,23,2017,Riverside,33,10/10/2017,1/9/2018,0,33.50488,-117.02132,FALSE,"De Portola Road east of Pauba Road, Temecula",Portola Fire,100,CA,14,Unidentified,0,27,12,23,11,1015,0
640,22,2017,Alameda,1,9/26/2017,1/9/2018,0,37.77982,-122.169,FALSE,"Edwards Ave and Mountain Blvd, 6 miles southeast of Oakland ",Edwards Fire,100,CA,14,Unidentified,0,32,22,28,4,1011,0
641,22,2017,Napa,28,6/13/2017,1/9/2018,0,38.68347,-122.2654,TRUE,"Knoxville Rd and Eastside Rd, north end of Lake Berryessa ",Refuge Fire,100,CA,14,Unidentified,0,27,8,23,6,1019,0
642,21,2017,Lake,17,9/5/2017,1/9/2018,0,39.01748,-122.49327,FALSE,"Off Hwy 20 and Mule Skinner Road, east of Clearlake ",Mule Fire,100,CA,14,Unidentified,0,35,19,29,5,1012,0
643,21,2017,Tulare,54,7/5/2017,1/9/2018,0,36.10858,-118.81979,FALSE,"Globe Dr, Springville",Globe Fire,100,CA,14,Unidentified,0,39,21,34,6,1014,0
644,20,2017,Humboldt,12,10/8/2017,1/9/2018,0,40.88516,-123.96844,TRUE,"off of Blue Lake Blvd and Hwy 299,  east of Eureka ",Blue Fire,100,CA,14,Unidentified,0,20,9,15,18,1019,0
645,20,2017,San Bernardino,36,7/22/2017,1/9/2018,0,34.139,-117.199,FALSE,"off Piedmont Drive and Seine Avenue, Highland",Seine Fire,100,CA,14,Unidentified,0,36,25,33,5,1011,0
646,20,2017,Kings,16,5/18/2017,1/9/2018,0,35.983,-119.91508,FALSE,"off of Hwy 41 & I-5, south of Kettleman City",City Fire,100,CA,14,Unidentified,0,28,11,23,3,1015,0
647,20,2017,Monterey,27,5/14/2017,1/9/2018,0,35.77082,-120.92482,FALSE,"Off Nacimiento Lake Drive and Bee Rock Rd., near Bradley",Nacimiento Fire,100,CA,14,Unidentified,0,18,8,15,12,1013,0
648,19,2017,Riverside,33,12/13/2017,1/9/2018,0,33.88994,-116.91023,FALSE,"off Shirleon Road and Old Banning and Idyllwild Road, Banning area",Longhorn Fire,100,CA,14,Unidentified,0,24,9,17,13,1019,0
649,19,2017,Humboldt,12,8/1/2017,1/9/2018,0,40.39799,-123.57562,FALSE,"Swayback Ridge, 5 southwest of Mad River",Sway Fire,100,CA,14,Unidentified,0,39,16,33,1,1016,0
650,19,2017,Stanislaus,50,7/18/2017,1/9/2018,0,37.81827,-120.65764,FALSE,10 miles east of Oakdale,Willms Fire,100,CA,14,Unidentified,0,36,16,30,8,1014,0
651,18,2017,Sonoma,49,8/27/2017,1/9/2018,0,38.26294,-122.71998,FALSE,"Bodega Ave and Nosecchi Rd., east of Petaluma",Bodega Fire,100,CA,14,Unidentified,0,35,22,29,5,1014,0
652,18,2017,Butte,4,7/4/2017,1/9/2018,0,39.53944,-121.54722,FALSE,"Off Lakeland Blvd & Feather River, east of Oroville ",Lakeland Fire,100,CA,14,Unidentified,0,34,14,28,7,1016,0
653,18,2017,Fresno,10,5/28/2017,1/9/2018,0,36.61332,-120.7109,FALSE,off Panoche Rd. 4 miles W of I-5 (Fresno County). ,Panoche Fire,100,CA,14,Unidentified,0,33,15,27,11,1018,0
654,17,2017,Mariposa,22,10/3/2017,1/9/2018,0,37.41231,-119.87465,FALSE,"Ramblin Road and Mount Lilac Road, 4 miles south of Bootjack",Ramblin Fire,100,CA,14,Unidentified,0,17,3,12,7,1009,0
655,17,2017,Shasta,45,8/17/2017,1/9/2018,0,40.92602,-121.5935,TRUE,HWY 299 just south of HWY 89 near Cassel,Corner Fire,100,CA,14,Unidentified,0,35,15,28,5,1017,0
656,17,2017,Monterey,27,5/17/2017,1/9/2018,0,36.2771,-120.94328,TRUE,"Lonoak Road and Airline Road, east of King City",Lonoak Fire,100,CA,14,Unidentified,0,22,5,16,11,1018,0
657,16,2017,San Bernardino,36,5/29/2017,1/9/2018,0,34.04412,-116.55326,FALSE,"Big Morongo Canyon Preserve, Morongo Valley",Matz Fire,100,CA,14,Unidentified,0,31,20,29,9,1011,0
658,16,2017,Fresno,10,5/28/2017,1/9/2018,0,36.96642,-119.58292,FALSE,"off Millerton Rd. and Rusty Spur Ln., 10 miles N. of Clovis",Rusty Fire,100,CA,14,Unidentified,0,27,11,23,3,1017,0
659,15,2017,Tehama,52,8/10/2017,1/9/2018,0,39.87983,-122.5415,FALSE,Round Valley Rd and Paskenta Rd in Paskenta ,Paskenta Fire ,100,CA,14,Unidentified,0,37,18,32,4,1014,0
660,15,2017,Nevada,29,7/27/2017,1/9/2018,0,39.16826,-120.95498,FALSE,"Greenhorn Access Rd, Rollins Lake (Nevada Co)",Greenhorn Fire,100,CA,14,Unidentified,0,35,18,30,9,1017,0
661,15,2017,Monterey,27,6/28/2017,1/9/2018,0,35.947,-120.87492,FALSE,Alvarado Rd and Wunpost in the community of Bradley,Alvarado Fire,100,CA,14,Unidentified,0,30,15,26,7,1013,0
662,15,2017,Calaveras,5,5/28/2017,1/9/2018,0,38.19906,-120.83484,FALSE,"off Hwy 26 and Hwy 12, 4 miles SW of Mokelumne Hill",Lombardi Fire,100,CA,14,Unidentified,0,28,11,23,2,1018,0
663,15,2017,Riverside,33,4/13/2017,1/9/2018,0,33.56777,-116.08003,FALSE,Avenue 66 and Hwy 111 near community of Mecca,66 Fire,100,CA,14,Unidentified,0,26,9,22,15,1013,0
664,14,2017,Santa Barbara,42,12/16/2017,1/9/2018,0,34.71796,-120.27077,FALSE,"off Drum Canyon Rd, south of Los Alamos",Drum Fire,100,CA,14,Unidentified,0,18,9,14,14,1013,0
665,14,2017,Santa Barbara,42,12/14/2017,1/9/2018,0,34.605358,-120.414875,FALSE,"off the 3500 Block of Highway 1, south east of Lompoc",Coast Fire,100,CA,14,Unidentified,0,22,11,17,14,1016,0
666,14,2017,Butte,4,7/2/2017,1/9/2018,0,39.8629,-121.6268,FALSE,"off Desabla Powerhouse Rd and Humbug Rd, Desabla",Desabla Fire,100,CA,14,Unidentified,0,33,12,28,3,1011,0
667,14,2017,Riverside,33,5/18/2017,1/9/2018,0,33.97155,-117.44148,FALSE,"Avenue Juan Diaz and Riverside Drive, Jurupa Valley",Moraga Fire,100,CA,14,Unidentified,0,26,13,23,4,1012,0
668,13,2017,Stanislaus,50,10/18/2017,1/9/2018,0,37.89532,-120.84748,FALSE,off Milton Road and Sonora Road north of Woodward Reservoir Park,Milton Fire,100,CA,14,Unidentified,0,27,12,21,5,1018,0
669,13,2017,El Dorado,9,7/25/2017,1/9/2018,0,38.69775,-120.73757,FALSE,"Woodland Court, Community of Oak Hill",Woodland Fire,100,CA,14,Unidentified,0,32,17,28,4,1013,0
670,13,2017,El Dorado,9,7/12/2017,1/9/2018,0,38.67474,-121.06088,FALSE,"off Rosado Rd, El Dorado Hills ",Rosado Fire,100,CA,14,Unidentified,0,35,17,30,6,1013,0
671,12,2017,Butte,4,9/12/2017,1/9/2018,0,39.44257,-121.60683,FALSE,"off Pacific Heights Road, west of Palermo",Pacific Fire,100,CA,14,Unidentified,0,36,22,31,8,1014,0.4
672,12,2017,San Luis Obispo,40,5/7/2017,1/9/2018,0,35.6879,-120.3317,FALSE,"Off Lucy Brown Rd, in Shandon",Shandon Fire,100,CA,14,Unidentified,0,18,8,13,8,1007,0.5
673,12,2017,Riverside,33,4/30/2017,1/9/2018,0,33.7866,-117.5048,FALSE,"Jameson Rd and Clay Canyon Dr., south of Corona",Jameson Fire,100,CA,14,Unidentified,0,30,17,27,2,1018,0
674,11,2017,Sonoma,49,7/31/2017,1/9/2018,0,38.70289,-122.90217,FALSE,"Independence Lane, 2 miles south of Geyserville",Independence Fire,100,CA,14,Unidentified,0,35,15,28,4,1017,0
675,11,2017,Riverside,33,7/2/2017,1/9/2018,0,33.913089,-117.096233,FALSE,"off Gilman Springs Rd and Alessandro Blvd., east of Moreno Valley",Lisa Fire,100,CA,14,Unidentified,0,31,16,27,3,1011,0
676,10,2017,Mariposa,22,9/20/2017,1/9/2018,0,37.76888,-120.15846,FALSE,"Dexter Rd and Pine Lake Dr, 5 miles east of Coulterville",Dexter Fire,100,CA,14,Unidentified,0,23,12,19,6,1014,0
677,10,2017,Fresno,10,9/11/2017,1/9/2018,0,37.10067,-119.32109,FALSE,"Indian Rock Rd and Musick Creek Lane, Community of Shaver Lake",Shaver Fire,100,CA,14,Unidentified,0,24,13,20,11,1016,0
678,10,2017,Amador,3,8/28/2017,1/9/2018,0,38.34421,-120.72274,FALSE,"Butte Mountain road, 3 miles east of Jackson",Sandra Fire,100,CA,14,Unidentified,0,41,25,36,7,1014,0
679,10,2017,Los Angeles,19,8/3/2017,1/9/2018,0,34.23925,-117.85182,FALSE,"off Hwy 39 & East Fork Ave, north of Azusa",Rincon Fire,100,CA,14,Unidentified,0,31,27,29,6,1014,0
680,10,2017,Nevada,29,7/21/2017,1/9/2018,0,39.36902,-120.97586,FALSE,"off of Grizzly Hill Rd & Turnagain Arm Rd, 8 miles northeast of Nevada City",Grizzly Fire,100,CA,14,Unidentified,0,32,15,27,9,1016,0
681,10,2017,Riverside,33,7/13/2017,1/9/2018,0,33.77896,-117.24091,FALSE,"West 7th Street and Park Avenue, Perris",Navajo Fire,100,CA,14,Unidentified,0,33,17,28,3,1014,0
682,10,2017,Butte,4,7/12/2017,1/9/2018,0,39.50475,-121.33785,TRUE,"Off Rebie way and Forbestown Rd, south east of Lake Oroville",Rebie Fire,100,CA,14,Unidentified,0,34,14,28,4,1013,0
